,Word,Occurance
45564,valuesvoterssummitpictwittercomyq3idlwylk,1
45565,http45whgovconsumerconfidence,1
45566,pictwittercomu8ms9k45fx,1
45567,regime’s,2
45568,weaponpictwittercomn4isdjuedc,1
45569,weeklyaddresspictwittercomriqeibnwk2,1
45570,participants,2
45571,grief,5
45572,dismantled,1
45573,plunged,1
45574,baker,11
45575,terminations,1
45576,cancelations,1
45577,laffer,3
45578,cutreform,2
45579,greenvillespartanburg,1
45580,airportpictwittercommao9nc0ste,1
45581,reptom,1
45582,marino,1
45583,23000,1
45584,dow23khttp45whgovdow23k,1
45585,pictwittercomwlp0ncncou,1
45586,130pme,1
45587,alexis,2
45588,tsipras,2
45589,http45whgov91vp4k,2
45590,pictwittercomdzb4mdbkpi,1
45591,httpinstagramcompbaxbsmyads,1
45592,pictwittercommpe5hwfcz1,1
45593,prototypes,2
45594,underwaypictwittercomarfno80zmo,1
45595,wowpictwittercomekfrktnvuy,1
45596,onceinageneration,2
45597,revitalize,1
45598,dreampictwittercomhi30nojsgo,1
45599,http45whgovdfu6m8,1
45600,pictwittercomsrpavwrt2r,1
45601,exonerating,2
45602,thisobviously,1
45603,lamar,2
45604,harmful,1
45605,jobcreators,1
45606,http45whgovstqh9z,1
45607,pictwittercomngijjoc3tp,1
45608,youhttpstwittercomfemabrockstatus920379939769278464,1
45609,taxreformpictwittercomge4xic9fid,1
45610,assertion,1
45611,compliance,1
45612,brazenly,1
45613,violates,3
45614,nikkihaleypictwittercomxvhgx7d1ct,1
45615,usapictwittercomkyv866prde,1
45616,200002100022000,1
45617,23000this,1
45618,yearfour,1
45619,milestones,2
45620,dow23k,1
45621,magapictwittercomgq5f2evvei,1
45622,bradthor,1
45623,magapictwittercomakwlsmscvh,1
45624,inventing,2
45625,puertoricowith,1
45626,prstrongpictwittercomop2xdzxvnc,1
45627,colonel,1
45628,cjtf–oir,1
45629,http45whgovoir,1
45630,pictwittercompscxg38cts,1
45631,wilsond,1
45632,vegasstrong,1
45633,taxreformpictwittercomabzqr7kr0c,1
45634,agreepictwittercom8czldabgzw,1
45635,secretarygeneral,3
45636,dopictwittercomsk0jcazzxw,1
45637,http45whgovnhr3gt,1
45638,pictwittercoms3kxpvbyih,1
45639,receipt,1
45640,httpstwittercomrealeaglebitesstatus921710121125687296,1
45641,hails,1
45642,liberation,1
45643,raqqa,1
45644,antiisis,1
45645,campaignhttpthehillcomhomenewsadministration356534trumphailsliberationofraqqaascriticalbreakthroughinantiisis,1
45646,lightly,2
45647,fewest,1
45648,1973,4
45649,bartiromo,1
45650,orgs,1
45651,401k,3
45652,widow,1
45653,241,2
45654,hizballah,1
45655,beirut,3
45656,nationhttpstwittercomvpstatus922562383641374721,1
45657,tennesse,1
45658,http45whgovunday,1
45659,pictwittercomhvd0klylbk,1
45660,againpictwittercomcbewjsq1a3,1
45661,reincehttpstwittercomreincestatus923140261856804865,1
45662,dobbs,5
45663,trippictwittercomufmonzza7n,1
45664,jfkfiles,2
45665,danpatrick,1
45666,workpictwittercomrbel6iwrjl,1
45667,enjoypictwittercom9v9z015kvl,1
45668,http45whgovxdcckj,1
45669,pictwittercomjyckxwemlu,1
45670,americafirstpictwittercomajic3flnki,1
45671,httpstwittercomseanhannitystatus923382530191118337,1
45672,statuesheritage,1
45673,meetingswork,1
45674,opioidcrisis,2
45675,lawpictwittercomyosoburdcw,1
45676,opioidepidemic,3
45677,affliction,1
45678,http45whgovopioidcrisis,1
45679,pictwittercommzi5uqn4oz,1
45680,unhinged,11
45681,steyer,5
45682,joyvilla,1
45683,hc,1
45684,flgovscotthttpstwittercomflgovscottstatus923916606345969665,1
45685,chairwoman,2
45686,depths,1
45687,lovepictwittercomdl3oan4fm7,1
45688,gophttpthehillcomhomenewsmedia357514foxswallacemoreevidenceofdemcollusionwithrussiathangop,1
45689,httpsinstagramcompbawkhqgvl2,1
45690,flashbackfridaypictwittercommcrmk6eurm,1
45691,jfkfilespictwittercomanpbsjfh3j,1
45692,httpnypostcom20171026howteamhillaryplayedthepressforfoolsonrussia,1
45693,knowpictwittercomsgwl1hzmki,1
45694,qs,1
45695,prescription,21
45696,httpdeagov,1
45697,pictwittercomcyg11dnxh7,1
45698,firstrespondersday,1
45699,247365pictwittercomvoctlyoeyw,1
45700,12000000,1
45701,guilt,2
45702,democratsclinton,1
45703,coincidental,1
45704,972000,1
45705,gps,13
45706,12400000,1
45707,okd,1
45708,michaelcaputo,1
45709,manafort,10
45710,manaforts,1
45711,dither,1
45712,fulfilled,3
45713,apprehension,1
45714,mustafa,1
45715,alimam,1
45716,attackshttpswwwwhitehousegovthepressoffice20171030statementpresidentdonaldjtrumpapprehensionmustafaalimamhisutmsourcetwitterutmmediumsocialutmcampaignwh20171030na,1
45717,halloween2017pictwittercombrpgxvri8y,1
45718,http45whgovhighestsince2000,1
45719,pictwittercomnlo5xcnuix,1
45720,http45whgovalltimehigh,1
45721,pictwittercomstbtr6mo2j,1
45722,up78,1
45723,down315,1
45724,endingwaroncoalpictwittercomxr20obb2dv,1
45725,diversity,2
45726,lottery,19
45727,coltony,1
45728,shaffer,1
45729,craziness,2
45730,nycstrong,2
45731,usapictwittercom6k3xw5p87d,1
45732,grieving,3
45733,onespictwittercomwzfhxoje3k,1
45734,nycmayor,2
45735,professionallypictwittercomimpidozjan,1
45736,highquality,1
45737,acceptablepictwittercompqgettdrtx,1
45738,macri,2
45739,minershttpstwittercomrealdonaldtrumpstatus925447637708496897,1
45740,mtg,3
45741,personpictwittercom5asjvlgaig,1
45742,statistically,2
45743,worldseries,1
45744,houstonstrong,1
45745,earnhistorypictwittercombp7oezdhfi,1
45746,vulnerabilities,1
45747,securitypictwittercomtw4woli4vu,1
45748,usapictwittercomd7l1yw5ivy,1
45749,broadcom,1
45750,hock,1
45751,tan,1
45752,hq’s,1
45753,usapictwittercomwrquxbndyz,1
45754,broadcoms,1
45755,america20,1
45756,billionyr,2
45757,researchengineering,1
45758,manufacturingpictwittercomnsj4ptvttl,1
45759,federalreservepictwittercom6adury3zws,1
45760,storming,1
45761,cherished,5
45762,skorea,1
45763,jobspictwittercomtwunktgbnb,1
45764,militaryveterans,2
45765,pacificcommand,2
45766,nowpictwittercom6gdme9cmns,1
45767,forgetpictwittercomcmkb0ktksc,1
45768,trill,1
45769,ipo,1
45770,aramco,1
45771,soonhttpstwittercomusforcesjapanstatus926964803549069312,1
45772,yokota,2
45773,abepictwittercom6lragojvdb,1
45774,hideki,1
45775,matsuyama,1
45776,peoplepictwittercomvylule0o2k,1
45777,usforcesjapanpictwittercomkexnikkqks,1
45778,economyhttpstwittercomfoxnewsstatus927050106603372544,1
45779,sutherland,1
45780,sadness,2
45781,strongpictwittercomqkcpgtkgka,1
45782,japanpictwittercomevxfqavnfs,1
45783,yield,3
45784,salman,3
45785,harshly,1
45786,rok,2
45787,humphreys,1
45788,httpsinstagramcompbblu4auai8f,1
45789,pictwittercomknlyonhbcc,1
45790,rememberedpictwittercombmvjz1iv2a,1
45791,northam,4
45792,edwgillespie,2
45793,billygrahamhttpstwittercomfranklingrahamstatus927899339351117824,1
45794,rx,2
45795,nationalassembly,1
45796,potusinasia,1
45797,http45whgovmreti1,1
45798,pictwittercomhsxdtd2uny,1
45799,strengthpictwittercom2yxkivrifi,1
45800,pursued,2
45801,defiance,1
45802,assurance,1
45803,commmitment,1
45804,commitmentspictwittercomxj4jupa8d8,1
45805,pastand,1
45806,longerpictwittercomzyuyc0fih6,1
45807,reunited,2
45808,againpictwittercom9tszrcc83j,1
45809,rejoining,1
45810,morninghttpstwittercomafpstatus928179585832779776,1
45811,interpreted,1
45812,miscalculation,1
45813,uspictwittercom4llqlrnpk3,1
45814,delegations,2
45815,itpictwittercomsqouwigaiq,1
45816,304227,1
45817,victorypictwittercom7ifv5gt7ur,1
45818,httpsinstagramcompbbq3bcjadfy,1
45819,pictwittercomg4z7mo5cv9,1
45820,pictwittercommk3sb7t3ev,1
45821,admins,1
45822,100s,1
45823,apec2017,2
45824,zoo,1
45825,nang,5
45826,indopacific,2
45827,wdiverse,1
45828,cultures,1
45829,sidebysidepictwittercomqbocy3u7yv,1
45830,destinies,1
45831,apec2017pictwittercoma570iige0i,1
45832,bonds,6
45833,apec2017pictwittercomgn2ybs9cyb,1
45834,mutually,1
45835,beneficial,1
45836,apec2017pictwittercomcm3hqt16a8,1
45837,related,8
45838,apec2017pictwittercom8gkquhit2x,1
45839,242nd,1
45840,usmc242,1
45841,semperfipictwittercomecgosjp5uc,1
45842,youpictwittercomghqbca7yii,1
45843,commemorating,2
45844,http45whgovgdvy2g,1
45845,httpsinstagramcompbbwf8j6als9,1
45846,pictwittercomf9snmrua4a,1
45847,denuclearize,4
45848,hanoi,7
45849,phillipines,1
45850,apec,2
45851,misspelled,1
45852,jongun,4
45853,vietnampictwittercomyxhrnhhpwo,1
45854,tran,1
45855,dai,1
45856,quang,1
45857,aseansummit,2
45858,anniv,1
45859,nowpictwittercomwfsd8ee3nm,1
45860,youhttpstwittercomusembassymanilastatus929684767087378432,1
45861,countrypictwittercom2ahavm4n9s,1
45862,azar,1
45863,reciprocal,9
45864,asean50,1
45865,30’s,1
45866,50s,1
45867,againpictwittercomyhrwkdobhp,1
45868,workpictwittercom3abvxtsjm0,1
45869,usapictwittercomfziksbrzcu,1
45870,fruits,1
45871,friendships,1
45872,endure,8
45873,hardhttpstwittercomcapetowneaglestatus930747373697032192,1
45874,httpstwittercomtrumpfan1995status928090746053431297,1
45875,ucla,2
45876,policyweak,1
45877,pitfalls,1
45878,envoy,5
45879,mechanism,1
45880,taxcutsandjobsact,1
45881,fulfilling,5
45882,yearhttpstwittercomimoments931236680564137985,1
45883,227205,1
45884,frankenstien,1
45885,lesley,1
45886,stahl,1
45887,http45whgovms13crackdown,1
45888,pictwittercommrynwntuoo,1
45889,collegiate,1
45890,20162017,1
45891,ncaachampionsphotos,1
45892,httpswwwinstagramcomrealdonaldtrump,1
45893,pictwittercomw8je24plwa,1
45894,zinke,1
45895,lavar,5
45896,liangelo,1
45897,unaccepting,1
45898,shoplifting,3
45899,flakey,2
45900,anemic,2
45901,510,1
45902,biggame,1
45903,nfl’s,1
45904,raiders,1
45905,boos,1
45906,remainder,3
45907,pardoning,1
45908,househttpswwwpscptvwbomutdfvtlfstfjub1dwuxd8mu1ueg5neuxwywrlt3syhs0mfd5lw4qemu9zg7fdbk4wgsyr4xjme7der,1
45909,drumstick,1
45910,wishbone,1
45911,gobbler’s,1
45912,restpictwittercomfss8b8f5ur,1
45913,lavar’s,1
45914,involvedhttpstwittercomusnavystatus933281288563208194,1
45915,submarine,3
45916,cutshttpstwittercomivankatrumpstatus933495974516928517,1
45917,monterey,1
45918,bahrain,3
45919,thanksgivingpictwittercomnqhi7xopmw,1
45920,inlet,1
45921,riviera,1
45922,happythanksgivingpictwittercomc35hr9opbp,1
45923,httpstwittercomseanhannitystatus933802972806565888,1
45924,peoplehttpstwittercomdiamondandsilkstatus933701853359099906,1
45925,hemorrhaging,2
45926,bosshttpstwittercomdanscavinostatus933959401580490753,1
45927,erdogan,3
45928,defenseless,1
45929,worshipers,1
45930,smallbusinesssaturday,1
45931,locally,2
45932,shopsmallpictwittercompbqabhvl7k,1
45933,cfpb,3
45934,youhttpstwittercommagapillstatus934553287214489600,1
45935,schumerpelosi,5
45936,russiarussia,1
45937,careshttpstwittercomdanscavinostatus934972671384834049,1
45938,mathematical,1
45939,provision,3
45940,simpler,2
45941,randhttpstwittercomivankatrumpstatus935269896849641472,1
45942,stadiums,1
45943,unchecked,7
45944,givingtuesdayhttpswwwwhitehousegovthepressoffice20171127statementpresidentdonaldjtrumpgivingtuesday,1
45945,mattispictwittercomlzmqk5jbvh,1
45946,highspictwittercomwjyb9d00hh,1
45947,1262,1
45948,1295,1
45949,notching,2
45950,2000httpbitly2aijxkg,1
45951,mccullough,2
45952,endangered,1
45953,ivankahttpstwittercomstatedeptstatus935478669488693253,1
45954,economyhttpstwittercomrealdonaldtrumpstatus935640578007687168,1
45955,timehttpstwittercompresssecstatus935660952200138754,1
45956,lack’s,1
45957,practitioners,1
45958,unsolved,1
45959,imposed,7
45960,cea,1
45961,gearpictwittercomhrkif72vqe,1
45962,httpsinstagramcompbcfskxgtg5,1
45963,pictwittercomxf9srwdv8u,1
45964,presenta,1
45965,hardearned,2
45966,moneypictwittercom9jddew2oo5,1
45967,http45whgovxocfmq,1
45968,pictwittercomsrl2yrk6k2,1
45969,glowing,2
45970,httpswwwfacebookcomdonaldtrumpvideos10160226151710725,1
45971,pictwittercom3niu0thp1d,1
45972,theresamay,2
45973,contempt,3
45974,citations,1
45975,justicedepartment,1
45976,withholding,2
45977,witness,16
45978,generalpictwittercomb0tlw5tvhx,1
45979,pipe,1
45980,organ,1
45981,abound,1
45982,24000,1
45983,glum,1
45984,senorrinhatch,2
45985,httpsinstagramcompbciyvndazkb,1
45986,pictwittercom6egrvuwj1l,1
45987,prince’s,1
45988,finalizing,1
45989,f16’spictwittercomvyuw7ugymn,1
45990,milestone,5
45991,dow24k,1
45992,magapictwittercomnovt1ufp0y,1
45993,christmaspictwittercomctvdlukfhv,1
45994,all—the,1
45995,god’s,4
45996,lifepictwittercomp94c3ljwlx,1
45997,weakly,1
45998,exoneration,6
45999,speculating,1
46000,httpsinstagramcompbclcxdygqed,1
46001,enactment,1
46002,ignite,1
46003,generationspictwittercom2vcbdtlh3c,1
46004,shepherding,1
46005,christmaspictwittercomgmwtny3sfs,1
46006,pled,2
46007,lawful,8
46008,seamstress,1
46009,montgomery,1
46010,uttered,1
46011,historypictwittercomeovcbcmikx,1
46012,melaniahttpstwittercomflotusstatus936006319076724742,1
46013,timesand,1
46014,horrendously,1
46015,franciscohttpstwittercomdbonginostatus936415283224465410,1
46016,agent’s,1
46017,tatters,2
46018,pelosischumer,5
46019,401k’s,7
46020,scholar,3
46021,dershowitz,12
46022,utah’s,1
46023,proclamations,1
46024,modify,1
46025,bears,4
46026,staircase,1
46027,escalante,1
46028,httpswwwwhitehousegovthepressoffice20171204remarkspresidenttrumpantiquitiesactdesignations,1
46029,pictwittercomdipdauvorb,1
46030,httpswwwdonaldjtrumpcomralliespensacolafldec2017,1
46031,pictwittercomqzfdxqdgal,1
46032,california’s,3
46033,workhttpstwittercomfemastatus938431957490335745,1
46034,periscopehttpswwwpscptvw1brkjlenpddjw,1
46035,jerusalempictwittercomywgwmt0o8m,1
46036,kilmeadereally,1
46037,infamy,1
46038,pauses,2
46039,harbor—and,1
46040,pearlharborremembrancedaypictwittercomqghlsplxth,1
46041,httpsinstagramcompbcaecllaekl,1
46042,pictwittercomogmpydr5lk,1
46043,1271941,1
46044,sacrificepictwittercomx5ldl25o30,1
46045,battlefields,2
46046,harrowing,1
46047,skies,1
46048,harborpictwittercomdfev02twir,1
46049,happyhanukkah,1
46050,httpsinstagramcompbcbestvgqnj,1
46051,pictwittercomxhnxzsbec8,1
46052,didn’tpictwittercombydaohmpvj,1
46053,severe,3
46054,againpictwittercom64a93s07s7,1
46055,17year,2
46056,secretaryacosta,1
46057,usdolpictwittercomvou28s0yhn,1
46058,magapictwittercomijwxvsyq52,1
46059,magahttpstwittercomfoxnewsstatus939292886973247489,1
46060,floridapictwittercomgewgzpzrp6,1
46061,godpictwittercomr2ittwwfvs,1
46062,rafters,2
46063,contingent,1
46064,purposeful,1
46065,philbryantms,1
46066,museumsthe,1
46067,peacepictwittercom5akgvpv8aa,1
46068,armynavygame,3
46069,usapictwittercom8m1w9rfwih,1
46070,daveweigel,2
46071,retraction,1
46072,wapopictwittercomxablfgh1ob,1
46073,commanderinchief’s,4
46074,separated,3
46075,preventable,2
46076,sanctuaries,1
46077,alienspictwittercomcvtkcg1pln,1
46078,defamatory,1
46079,exposeda,1
46080,stain,4
46081,accusations,7
46082,gillibrand,2
46083,crookedused,1
46084,proabortion,1
46085,hanukkah,4
46086,http45whgovxpfszu,1
46087,pictwittercomd9mvvpq39x,1
46088,writein,1
46089,retractions,1
46090,meadia,1
46091,razor,1
46092,pridepictwittercomexsbzrlcdw,1
46093,evergrowing,2
46094,maze,1
46095,industriespictwittercomostxovnckf,1
46096,pioneers,2
46097,inventors,1
46098,uppictwittercom9lvdp6zogz,1
46099,185000,2
46100,againpictwittercomteavnzjvcx,1
46101,surveyhttpwwwshopfloororg201712manufacturingoptimismroseanothertimehighlatestnamsurvey,1
46102,youhttpstwittercomsecretservicestatus941362870582960129,1
46103,graduating,1
46104,quantico,2
46105,congratulationspictwittercombgt8s33zlu,1
46106,lesmpictwittercom9ejiddvl9h,1
46107,squadron,1
46108,hmx1,1
46109,youpictwittercomelotc7do52,1
46110,magapictwittercomhvqwnqsgug,1
46111,youhttpstwittercomrepkevinbradystatus941774942730846208,1
46112,jobspictwittercom4gxm8psmu1,1
46113,addresspictwittercom1sh20hb33x,1
46114,awaypictwittercommadtgumktx,1
46115,nowpictwittercomckxlsdr1ut,1
46116,conquering,1
46117,wrightbrothers,1
46118,exploration,1
46119,supersonic,1
46120,http45whgovwrightbrothers,1
46121,pictwittercompodjl00lay,1
46122,dupont,2
46123,railways,1
46124,derailment,1
46125,coordinating,2
46126,authoritiespictwittercomgyf5bdvm4g,1
46127,ivankahttpstwittercomivankatrumpstatus942171573108314112,1
46128,bhttpstwittercompresssecstatus942055050259632130,1
46129,pillars,1
46130,strategypictwittercomb3poamvid8,1
46131,worldpictwittercomds6tzlgjpa,1
46132,expensing,1
46133,rescinding,1
46134,wavered,3
46135,mcmorris,1
46136,rodgers,1
46137,obamacarerepealed,1
46138,meaningful,8
46139,againpictwittercom47k9i4p3j2,1
46140,taxcutsandjobsactpictwittercomllgatrch5o,1
46141,againpictwittercomhy353gxv0r,1
46142,cr,3
46143,httpsinstagramcompbcu59uavws,1
46144,pictwittercomdtmu8owmwb,1
46145,showering,1
46146,truehttpstwittercomfoxnewsstatus943842164974542848,1
46147,kirk,1
46148,compiling,1
46149,truman’s,1
46150,economystock,1
46151,http45whgovtaxcuts,1
46152,pictwittercomoeaoa0slfx,1
46153,leakin’,8
46154,wife’s,4
46155,reassigned,1
46156,trumper,9
46157,foxnewsfbi’s,1
46158,allegedly,2
46159,otherwiseand,1
46160,christmaspictwittercomxa2qxcisvv,1
46161,christmaspictwittercommytv5gndll,1
46162,repeals,2
46163,foxandfrlends,1
46164,paramedics,1
46165,inaugurated,3
46166,35000,1
46167,17500,1
46168,1221,1
46169,roughly,3
46170,1900,1
46171,jamiejmcintyre,1
46172,dcexaminerpictwittercomogyeudgzd2,1
46173,arrests,4
46174,trumphttpdailysignalcom20171215arrestsofms13membersassociatesup83undertrump,1
46175,bending,1
46176,minor,5
46177,james’s,1
46178,ch,1
46179,dreamt,1
46180,nokopictwittercomlql7tghmdo,1
46181,httpsinstagramcompbdq5d6xgd7p,1
46182,pictwittercomwdlqkfdy4m,1
46183,47and,1
46184,squandering,1
46185,iranprotests,1
46186,mostpictwittercomw8rkn9b6rt,1
46187,watchingpictwittercomkvv1uaqcz9,1
46188,agothis,1
46189,overstated,1
46190,bookshttpwwwfoxbusinesscommarkets20171229trumprallystocksput2017inrecordbookshtml,1
46191,violations,9
46192,beginninghttpstwittercomrealdonaldtrumpstatus947328044821336070,1
46193,dcsheriff,1
46194,yearpictwittercomqsmnyn1ujg,1
46195,sponsored,1
46196,occurring,1
46197,demonstrators,1
46198,haven,1
46199,repressed,1
46200,looted,2
46201,disregarding,1
46202,protocols,1
46203,passwords,1
46204,pressures,1
46205,dangerously,1
46206,sulzberger,2
46207,adolph,1
46208,ochs,1
46209,impartially,1
46210,sect,1
46211,impartial,1
46212,gl,1
46213,httpsinstagramcompbddopjfangh,1
46214,pictwittercomotuzigxmn6,1
46215,orrin,1
46216,hatch,1
46217,senatepictwittercom0vjzleehtl,1
46218,depleted,7
46219,showdavid,1
46220,asman,2
46221,monson,1
46222,latterday,1
46223,saintshttpswwwwhitehousegovbriefingsstatementsstatementpresidentdonaldjtrumpregardingpassingthomassmonsonpresidentchurchjesuschristlatterdaysaints,1
46224,knownhttpwwwwashingtonexaminercomboom40companiesgivetrumptaxreformbonusesupto2000article2644910,1
46225,methods,2
46226,doexcept,1
46227,weighing,1
46228,againpictwittercomionbr1dkvk,1
46229,misrepresentations,2
46230,guy’s,1
46231,boomingbut,1
46232,18589,1
46233,25075,1
46234,fbirussia,1
46235,imaginable,1
46236,randhttpstwittercomrandpaulstatus949001475174354945,1
46237,wolff,1
46238,untruthful,4
46239,badhttpstwittercomgopstatus949395088735723520,1
46240,lapdogs,1
46241,geniusand,1
46242,enormously,1
46243,consequential,4
46244,frustration,2
46245,missteps,3
46246,washes,1
46247,farreaching,1
46248,goodwinhttpsnypostcom20180106werestillbetteroffwithtrumpthanclinton,1
46249,farmbureau,1
46250,federation’s,1
46251,afbf18,1
46252,400pme,1
46253,http45whgovrdw8ut,1
46254,pictwittercomwm7io0hyt8,1
46255,afbf18pictwittercomqdh7fvfkz7,1
46256,farming,3
46257,anymorepictwittercommdys7xnukq,1
46258,alsopictwittercom16eolxg6fi,1
46259,lawenforcementappreciationdaypictwittercomqb4uxb4jrm,1
46260,267,1
46261,redesignates,2
46262,http45whgovt5bym5,1
46263,pictwittercomqtgaqtawpt,1
46264,http45whgovpotus45,1
46265,pictwittercom8dyhzhspay,1
46266,http45whgovheroes,1
46267,pictwittercomlp2a8kcbap,1
46268,magahttpstwittercomgopleaderstatus950766981850058754,1
46269,hsi,1
46270,ero,1
46271,american’s,3
46272,realdonaldtrumphttpstwittercomicegovstatus950877050159747073,1
46273,authorization,4
46274,http45whgovcabinetmeeting,1
46275,pictwittercomyv6ralkqf3,1
46276,erna,1
46277,solberg,1
46278,http45whgovbzl9px,1
46279,pictwittercompjvwznjrco,1
46280,1pictwittercom4cfzqxb5as,1
46281,economypictwittercomkcg8ivh6ia,1
46282,suv’s,1
46283,disproven,3
46284,smashed,1
46285,fisa,37
46286,surveil,2
46287,actpictwittercomslvhlxp3jl,1
46288,interdictact,1
46289,2142,1
46290,overdose,1
46291,statespictwittercomelzvfol5lo,1
46292,federalist,5
46293,heavytruck,1
46294,employeespictwittercom47azkd0l9b,1
46295,reversing,2
46296,risking,1
46297,ribbonno,1
46298,congressmen,2
46299,outlandish,1
46300,haitians,2
46301,legacypictwittercomsamljsz1nt,1
46302,crazed,16
46303,lotteries,1
46304,2000000,2
46305,explosive,1
46306,profitability,1
46307,helpwe,1
46308,dicky,1
46309,durbin,2
46310,contrivedfoxandfriends,1
46311,dayhttpswwwwhitehousegovpresidentialactionspresidentdonaldjtrumpproclaimsjanuary162018religiousfreedomday,1
46312,nursultan,1
46313,nazarbayev,1
46314,kazakhstan,1
46315,whitehousepictwittercomteryfzviax,1
46316,terrorismrelated,1
46317,foreignborn,1
46318,meritbasedhttpswwwdhsgovpublicationexecutiveorder13780protectingnationforeignterroristentryunitedstatesinitial,1
46319,congressionalgoldmedalpictwittercomqnqqdlrmck,1
46320,usahttpswwwcnbccom20180117appleannounces350billioninvestment20kjobsover5yearshtml,1
46321,workershttpwwwbreitbartcombiggovernment20180113raminmichigan,1
46322,forecasts,3
46323,dollarshttpswwwcnbccom20180112strongestholidaysalessincegreatrecessionup5point5percenttoppingviewshtml,1
46324,arehttpsgopcomthehighlyanticipated2017fakenewsawards,1
46325,overcomeeven,1
46326,evolved,1
46327,wastelands,1
46328,indirectly,3
46329,saccone,5
46330,militarysomething,1
46331,beforepictwittercomkwpgylqfzj,1
46332,magapictwittercomf2abnk47ii,1
46333,mulvaney,4
46334,httpswwwpscptvw1ynjooapexqjr,1
46335,dcalifhttpwwwwashingtonexaminercomdiannefeinsteinflipsherpositiononshutdownforsecondtimeinonedaypeoplewilldiearticle2646377,1
46336,lovesaveslivespictwittercomdmst4qhdmp,1
46337,reauthorize,2
46338,diminish,3
46339,weneedmorerepublicansin18,1
46340,democratshutdown,1
46341,cr’s,1
46342,blakeman,6
46343,grading,1
46344,aand,1
46345,schoen,2
46346,noncitizens,3
46347,obstructionhttpstwittercomrealdonaldtrumpstatus955056249925750784,1
46348,acosta,3
46349,againschumer,1
46350,cavedgambled,1
46351,strzokpage,3
46352,tryingwith,1
46353,strzok,37
46354,cryin’,18
46355,govmattbevin,1
46356,holt,3
46357,preston,1
46358,cope,1
46359,mayor’s,1
46360,usher,1
46361,http45whgovusamayors,1
46362,pictwittercomrsv7v7r0dt,1
46363,davos,8
46364,betterour,1
46365,affirming,1
46366,wef18pictwittercomfpp8ardayt,1
46367,wef18pictwittercom2szm9yi7tj,1
46368,eternal,5
46369,boundaries,1
46370,httpswwwwhitehousegovbriefingsstatementsnasadayremembrance2018,1
46371,httpstwittercomnasastatus956547464575836160,1
46372,600ame,1
46373,wef18pictwittercom7egylxnfbd,1
46374,rwanda,1
46375,kagame,1
46376,wef18pictwittercomsapzwvhdib,1
46377,alainberset,1
46378,swiss,1
46379,confederation,1
46380,wef18pictwittercom87plrcpqkz,1
46381,wef18,1
46382,http45whgov3px3bd,1
46383,pictwittercomdukjlvtwb8,1
46384,wef,2
46385,davos2018httpstwittercomjavierblas2status956861590577582081,1
46386,genocide,1
46387,http45whgovenm9dn,1
46388,pictwittercom25w0szhtou,1
46389,afghans,1
46390,kabul,2
46391,hhsgov,2
46392,azarpictwittercomy9inqact7o,1
46393,sotuhttpslivetwittercomwhitehouse,1
46394,‘18,1
46395,456,1
46396,117,1
46397,politicized,2
46398,misleadingly,1
46399,fitton,5
46400,jw,1
46401,magahttpstwittercomapstatus959418945680887808,1
46402,orator,1
46403,democrats’,4
46404,disgusthttpswwwwashingtontimescomnews2018feb1donaldtrumphighlightsamericasfreedom,1
46405,customsborder,1
46406,uscis,1
46407,http45whgovmiub4k,1
46408,pictwittercomnecua0y1sk,1
46409,cows,3
46410,vindicates,1
46411,disturbing,1
46412,aftermaththe,1
46413,dossierthe,2
46414,alarm,1
46415,nonpartisan,1
46416,lawthe,1
46417,nonpersonal,1
46418,devin,7
46419,nunes,4
46420,paychecks,1
46421,businesspictwittercomgisfbddgxx,1
46422,linebacker,1
46423,edwin,2
46424,senselessly,2
46425,secures,2
46426,d’s,1
46427,dacathey,1
46428,bordershttpdailycallercom20180122pollmajorityofamericansagreewithtrumpondacaimmigration,1
46429,securityhttpswwwwhitehousegovarticlesnationalsecuritythreatschainmigrationvisalotterysystem,1
46430,http45whgovms13roundtable,1
46431,pictwittercom4oaxxuj9va,1
46432,reaganpictwittercomjteglbhm4c,1
46433,falconheavy,1
46434,nasa’s,1
46435,bestpictwittercomezflspyjpk,1
46436,bombshells,1
46437,nationpictwittercomabom2up48y,1
46438,inspirationpictwittercomgin2b1h6ph,1
46439,invoked,1
46440,recite,1
46441,nationalprayerbreakfastpictwittercomzukp40ezpo,1
46442,145pm,1
46443,nationalprayerbreakfastpictwittercom1cwxs3l0uk,1
46444,americanshttpswwwjusticegovopaprdepartmentjusticefilesdenaturalizationcomplaintagainstdiversityvisarecipientwho,1
46445,extensive,1
46446,oligarch,2
46447,steele,21
46448,depletion,1
46449,nonmilitary,1
46450,redacted,3
46451,whereupon,2
46452,redo,6
46453,shattered,4
46454,vindicated,1
46455,mishandling,1
46456,clintondnc,1
46457,accuratehe,1
46458,branches,1
46459,20082011,1
46460,westervillepdhttpstwittercomtellwestervillestatus962410636239081473,1
46461,americanspictwittercomxv1lgfhjbu,1
46462,billand,1
46463,barletta,9
46464,hikers,1
46465,westervillepd,1
46466,kruczek,1
46467,reconnect,1
46468,cpac2018,1
46469,puzzle,1
46470,http45whgovc9gvt9,1
46471,pictwittercomnx0aekzy5p,1
46472,http45whgovudl9ye,1
46473,pictwittercombvbrdvhfcc,1
46474,expelled,1
46475,sustain,1
46476,http45whgovparklandfl,1
46477,pictwittercomootxmcsexb,1
46478,schumerroundscollins,1
